Underlying,Name,Expected PnL,Cost of Strategy,Max_Profit,Max_Loss,Prob of Profit,Prob of Loss,Exp_Pnl/Max_Loss,Strategy_Delta,Strategy_Gamma,Strategy_Theta,Strategy_Vega,Strategy_Rho,C_52.0,C_52.5,C_53.0,C_53.5,C_54.0,C_54.5,C_55.0,C_55.5,C_56.0,C_56.5,C_57.0,C_57.5,P_52.0,P_52.5,P_53.0,P_53.5,P_54.0,P_54.5,P_55.0,P_55.5,P_56.0,P_56.5,P_57.0,P_57.5
MDLZ,Bear Call Spread,-24.82,-119.0,119.0,81.0,29.87,69.86,-0.3064197530864198,-20.999999999999996,3.0,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-17.71,-47.99999999999997,47.99999999999997,52.00000000000003,33.87,65.86,-0.3405769230769229,-10.999999999999998,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-23.39,-132.0,132.0,68.0,24.91,74.82,-0.34397058823529414,-18.000000000000004,3.0,-1.0000000000000002,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-16.32,-4.0,4.0,46.0,56.81,42.92,-0.3547826086956522,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-26.38,-77.0,77.0,73.0,31.18,68.55,-0.3613698630136986,-15.999999999999993,1.9999999999999991,-1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-13.54,-14.0,14.0,36.0,43.78,55.95,-0.37611111111111106,-6.000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-24.65,-88.0,88.0,62.0,26.11,73.62,-0.3975806451612903,-15.000000000000002,2.0000000000000004,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-17.88,-6.000000000000014,6.000000000000014,43.999999999999986,49.61,50.12,-0.4063636363636365,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-22.81,-97.99999999999997,97.99999999999997,52.00000000000003,21.5,78.23,-0.4386538461538459,-13.0,3.0,-1.0000000000000002,1.0000000000000002,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-16.13,-15.0,15.0,35.0,36.63,63.1,-0.46085714285714285,-5.999999999999995,0.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-26.21,-46.0,46.0,54.0,27.34,72.39,-0.4853703703703704,-9.999999999999998,0.9999999999999996,-1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-24.07,-53.99999999999997,53.99999999999997,46.00000000000003,22.61,77.12,-0.5232608695652171,-9.999999999999998,2.0000000000000004,-1.0000000000000002,1.0000000000000002,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-17.54,-16.99999999999997,16.99999999999997,33.00000000000003,29.87,69.86,-0.531515151515151,-5.000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-24.1,-59.0,59.0,41.0,17.43,82.3,-0.5878048780487806,-8.000000000000007,2.0000000000000004,0.0,1.0000000000000002,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-25.63,-11.999999999999972,11.999999999999972,38.00000000000003,22.61,77.12,-0.6744736842105258,-4.999999999999993,0.9999999999999996,-1.0000000000000002,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-25.36,-15.0,15.0,35.0,18.39,81.33,-0.7245714285714285,-5.000000000000004,1.0000000000000009,0.0,1.0000000000000002,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Call Spread,-21.68,-21.0,21.0,29.0,13.92,85.81,-0.7475862068965518,-3.0000000000000027,0.9999999999999996,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDLZ,Bear Put Spread,-21.93,264.0,236.0,264.0,46.69,53.03,-0.08306818181818182,-56.00000000000001,0.0,1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MDLZ,Bear Put Spread,-21.5,254.0,196.0,254.0,48.15,51.57,-0.08464566929133858,-52.0,-1.0000000000000009,2.0000000000000004,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MDLZ,Bear Put Spread,-24.66,274.0,276.0,274.0,45.24,54.49,-0.09,-60.00000000000001,0.9999999999999996,1.0000000000000002,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MDLZ,Bear Put Spread,-22.8,243.0,157.0,243.0,49.61,50.12,-0.09382716049382717,-47.0,-2.0000000000000004,2.0000000000000004,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MDLZ,Bear Put Spread,-21.66,225.0,225.0,225.0,45.24,54.49,-0.09626666666666667,-51.0,1.0000000000000009,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MDLZ,Bear Put Spread,-21.23,215.0,185.0,215.0,46.69,53.03,-0.09874418604651163,-47.0,0.0,1.0000000000000002,-1.0000000000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
